Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2023-04-19 00:00,172.0,0.0
2023-04-19 01:00,90.9,0.0
2023-04-19 02:00,175.3,0.0
2023-04-19 03:00,103.2,0.0
2023-04-19 04:00,291.5,0.0
2023-04-19 05:00,274.0,0.0
2023-04-19 06:00,220.2,0.0
2023-04-19 07:00,383.6,0.0
2023-04-19 08:00,378.5,0.0
2023-04-19 09:00,277.7,0.0
2023-04-19 10:00,429.6,0.0
2023-04-19 11:00,263.7,0.0
2023-04-19 12:00,281.5,0.0
2023-04-19 13:00,136.9,0.0
2023-04-19 14:00,179.9,0.0
2023-04-19 15:00,120.2,0.0
2023-04-19 16:00,180.3,0.0
2023-04-19 17:00,275.4,0.0
2023-04-19 18:00,264.6,0.0
2023-04-19 19:00,211.9,0.0
2023-04-19 20:00,105.1,0.0
2023-04-19 21:00,159.3,0.0
2023-04-19 22:00,124.3,0.0
2023-04-19 23:00,139.0,0.0
Total,active = 5238.6, returned = 0.0
