Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2022-12-12 00:00,215.9,0.0
2022-12-12 01:00,216.0,0.0
2022-12-12 02:00,132.2,0.0
2022-12-12 03:00,171.7,0.0
2022-12-12 04:00,171.0,0.0
2022-12-12 05:00,169.4,0.0
2022-12-12 06:00,487.6,0.0
2022-12-12 07:00,538.4,0.0
2022-12-12 08:00,530.9,0.0
2022-12-12 09:00,673.5,0.0
2022-12-12 10:00,772.6,0.0
2022-12-12 11:00,552.3,0.0
2022-12-12 12:00,612.9,0.0
2022-12-12 13:00,839.2,0.0
2022-12-12 14:00,988.9,0.0
2022-12-12 15:00,735.6,0.0
2022-12-12 16:00,597.0,0.0
2022-12-12 17:00,533.1,0.0
2022-12-12 18:00,362.2,0.0
2022-12-12 19:00,169.9,0.0
2022-12-12 20:00,99.8,0.0
2022-12-12 21:00,164.2,0.0
2022-12-12 22:00,152.7,0.0
2022-12-12 23:00,105.2,0.0
Total,active = 9992.2, returned = 0.0
