Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2022-11-20 00:00,146.4,0.0
2022-11-20 01:00,112.3,0.0
2022-11-20 02:00,170.5,0.0
2022-11-20 03:00,93.7,0.0
2022-11-20 04:00,165.2,0.0
2022-11-20 05:00,122.2,0.0
2022-11-20 06:00,138.6,0.0
2022-11-20 07:00,149.7,0.0
2022-11-20 08:00,107.1,0.0
2022-11-20 09:00,172.1,0.0
2022-11-20 10:00,97.3,0.0
2022-11-20 11:00,161.3,0.0
2022-11-20 12:00,131.5,0.0
2022-11-20 13:00,128.0,0.0
2022-11-20 14:00,172.5,0.0
2022-11-20 15:00,89.8,0.0
2022-11-20 16:00,169.6,0.0
2022-11-20 17:00,120.8,0.0
2022-11-20 18:00,137.3,0.0
2022-11-20 19:00,156.8,0.0
2022-11-20 20:00,100.1,0.0
2022-11-20 21:00,175.3,0.0
2022-11-20 22:00,102.1,0.0
2022-11-20 23:00,156.1,0.0
Total,active = 3276.3, returned = 0.0
