Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2023-07-13 00:00,108.0,0.0
2023-07-13 01:00,106.5,0.0
2023-07-13 02:00,106.0,0.0
2023-07-13 03:00,41.9,0.0
2023-07-13 04:00,262.3,0.0
2023-07-13 05:00,984.4,0.0
2023-07-13 06:00,492.2,0.0
2023-07-13 07:00,518.2,0.0
2023-07-13 08:00,412.6,0.0
2023-07-13 09:00,871.7,0.0
2023-07-13 10:00,553.3,0.0
2023-07-13 11:00,598.5,0.0
2023-07-13 12:00,622.0,0.0
2023-07-13 13:00,510.3,0.0
2023-07-13 14:00,317.1,0.0
2023-07-13 15:00,161.8,0.0
2023-07-13 16:00,160.7,0.0
2023-07-13 17:00,160.2,0.0
2023-07-13 18:00,159.8,0.0
2023-07-13 19:00,159.4,0.0
2023-07-13 20:00,159.3,0.0
2023-07-13 21:00,158.9,0.0
2023-07-13 22:00,158.3,0.0
2023-07-13 23:00,84.5,0.0
Total,active = 7867.9, returned = 0.0
