Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2023-02-10 00:00,112.1,0.0
2023-02-10 01:00,170.3,0.0
2023-02-10 02:00,98.0,0.0
2023-02-10 03:00,169.3,0.0
2023-02-10 04:00,139.2,0.0
2023-02-10 05:00,499.7,0.0
2023-02-10 06:00,484.4,0.0
2023-02-10 07:00,584.5,0.0
2023-02-10 08:00,736.2,0.0
2023-02-10 09:00,894.4,0.0
2023-02-10 10:00,968.8,0.0
2023-02-10 11:00,835.6,0.0
2023-02-10 12:00,756.9,0.0
2023-02-10 13:00,689.5,0.0
2023-02-10 14:00,676.1,0.0
2023-02-10 15:00,680.6,0.0
2023-02-10 16:00,677.8,0.0
2023-02-10 17:00,393.6,0.0
2023-02-10 18:00,99.6,0.0
2023-02-10 19:00,171.2,0.0
2023-02-10 20:00,121.5,0.0
2023-02-10 21:00,144.3,0.0
2023-02-10 22:00,143.7,0.0
2023-02-10 23:00,119.7,0.0
Total,active = 10367.0, returned = 0.0
