Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2023-02-20 00:00,139.7,0.0
2023-02-20 01:00,65.9,0.0
2023-02-20 02:00,139.1,0.0
2023-02-20 03:00,92.9,0.0
2023-02-20 04:00,111.8,0.0
2023-02-20 05:00,401.7,0.0
2023-02-20 06:00,599.5,0.0
2023-02-20 07:00,602.4,0.0
2023-02-20 08:00,526.4,0.0
2023-02-20 09:00,809.5,0.0
2023-02-20 10:00,1058.2,0.0
2023-02-20 11:00,585.5,0.0
2023-02-20 12:00,729.3,0.0
2023-02-20 13:00,698.8,0.0
2023-02-20 14:00,476.1,0.0
2023-02-20 15:00,393.4,0.0
2023-02-20 16:00,415.4,0.0
2023-02-20 17:00,561.7,0.0
2023-02-20 18:00,288.6,0.0
2023-02-20 19:00,99.5,0.0
2023-02-20 20:00,104.5,0.0
2023-02-20 21:00,138.0,0.0
2023-02-20 22:00,96.8,0.0
2023-02-20 23:00,106.2,0.0
Total,active = 9240.9, returned = 0.0
