Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2022-12-31 00:00,128.0,0.0
2022-12-31 01:00,170.8,0.0
2022-12-31 02:00,99.0,0.0
2022-12-31 03:00,163.6,0.0
2022-12-31 04:00,146.9,0.0
2022-12-31 05:00,112.9,0.0
2022-12-31 06:00,176.9,0.0
2022-12-31 07:00,106.8,0.0
2022-12-31 08:00,155.6,0.0
2022-12-31 09:00,150.3,0.0
2022-12-31 10:00,105.3,0.0
2022-12-31 11:00,171.6,0.0
2022-12-31 12:00,113.2,0.0
2022-12-31 13:00,147.3,0.0
2022-12-31 14:00,160.2,0.0
2022-12-31 15:00,98.6,0.0
2022-12-31 16:00,175.0,0.0
2022-12-31 17:00,132.9,0.0
2022-12-31 18:00,125.9,0.0
2022-12-31 19:00,170.7,0.0
2022-12-31 20:00,91.8,0.0
2022-12-31 21:00,168.8,0.0
2022-12-31 22:00,133.8,0.0
2022-12-31 23:00,125.1,0.0
Total,active = 3331.0, returned = 0.0
