Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2022-11-01 00:00,127.3,0.0
2022-11-01 01:00,170.8,0.0
2022-11-01 02:00,112.8,0.0
2022-11-01 03:00,150.5,0.0
2022-11-01 04:00,155.4,0.0
2022-11-01 05:00,102.4,0.0
2022-11-01 06:00,173.9,0.0
2022-11-01 07:00,108.8,0.0
2022-11-01 08:00,155.8,0.0
2022-11-01 09:00,160.7,0.0
2022-11-01 10:00,101.4,0.0
2022-11-01 11:00,173.8,0.0
2022-11-01 12:00,118.0,0.0
2022-11-01 13:00,144.7,0.0
2022-11-01 14:00,167.6,0.0
2022-11-01 15:00,109.0,0.0
2022-11-01 16:00,152.7,0.0
2022-11-01 17:00,166.0,0.0
2022-11-01 18:00,91.1,0.0
2022-11-01 19:00,175.2,0.0
2022-11-01 20:00,133.9,0.0
2022-11-01 21:00,130.7,0.0
2022-11-01 22:00,170.1,0.0
2022-11-01 23:00,108.0,0.0
Total,active = 3360.6, returned = 0.0
