Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2023-06-12 00:00,205.9,0.0
2023-06-12 01:00,354.7,0.0
2023-06-12 02:00,275.6,0.0
2023-06-12 03:00,274.1,0.0
2023-06-12 04:00,423.0,0.0
2023-06-12 05:00,602.0,0.0
2023-06-12 06:00,521.4,0.0
2023-06-12 07:00,570.9,0.0
2023-06-12 08:00,750.4,0.0
2023-06-12 09:00,1093.6,0.0
2023-06-12 10:00,668.3,0.0
2023-06-12 11:00,880.0,0.0
2023-06-12 12:00,673.5,0.0
2023-06-12 13:00,330.7,0.0
2023-06-12 14:00,379.8,0.0
2023-06-12 15:00,328.8,0.0
2023-06-12 16:00,189.9,0.0
2023-06-12 17:00,338.1,0.0
2023-06-12 18:00,329.1,0.0
2023-06-12 19:00,190.7,0.0
2023-06-12 20:00,337.8,0.0
2023-06-12 21:00,312.8,0.0
2023-06-12 22:00,203.6,0.0
2023-06-12 23:00,339.4,0.0
Total,active = 10574.1, returned = 0.0
