Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2023-05-13 00:00,172.0,0.0
2023-05-13 01:00,200.2,0.0
2023-05-13 02:00,216.3,0.0
2023-05-13 03:00,151.2,0.0
2023-05-13 04:00,227.1,0.0
2023-05-13 05:00,173.8,0.0
2023-05-13 06:00,195.9,0.0
2023-05-13 07:00,220.6,0.0
2023-05-13 08:00,145.2,0.0
2023-05-13 09:00,227.9,0.0
2023-05-13 10:00,210.1,0.0
2023-05-13 11:00,158.4,0.0
2023-05-13 12:00,227.4,0.0
2023-05-13 13:00,222.2,0.0
2023-05-13 14:00,155.7,0.0
2023-05-13 15:00,218.5,0.0
2023-05-13 16:00,223.9,0.0
2023-05-13 17:00,222.8,0.0
2023-05-13 18:00,162.9,0.0
2023-05-13 19:00,210.1,0.0
2023-05-13 20:00,224.9,0.0
2023-05-13 21:00,167.6,0.0
2023-05-13 22:00,205.9,0.0
2023-05-13 23:00,224.2,0.0
Total,active = 4764.8, returned = 0.0
