Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2023-04-17 00:00,101.2,0.0
2023-04-17 01:00,166.2,0.0
2023-04-17 02:00,105.4,0.0
2023-04-17 03:00,160.9,0.0
2023-04-17 04:00,373.1,0.0
2023-04-17 05:00,315.0,0.0
2023-04-17 06:00,232.2,0.0
2023-04-17 07:00,237.8,0.0
2023-04-17 08:00,557.0,0.0
2023-04-17 09:00,377.2,0.0
2023-04-17 10:00,400.5,0.0
2023-04-17 11:00,244.6,0.0
2023-04-17 12:00,150.4,0.0
2023-04-17 13:00,289.9,0.0
2023-04-17 14:00,178.1,0.0
2023-04-17 15:00,115.4,0.0
2023-04-17 16:00,224.9,0.0
2023-04-17 17:00,122.2,0.0
2023-04-17 18:00,138.5,0.0
2023-04-17 19:00,155.0,0.0
2023-04-17 20:00,105.4,0.0
2023-04-17 21:00,172.1,0.0
2023-04-17 22:00,110.0,0.0
2023-04-17 23:00,150.3,0.0
Total,active = 5183.3, returned = 0.0
