Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2023-05-21 00:00,145.7,0.0
2023-05-21 01:00,125.8,0.0
2023-05-21 02:00,155.1,0.0
2023-05-21 03:00,114.9,0.0
2023-05-21 04:00,157.6,0.0
2023-05-21 05:00,113.2,0.0
2023-05-21 06:00,161.8,0.0
2023-05-21 07:00,109.4,0.0
2023-05-21 08:00,170.9,0.0
2023-05-21 09:00,100.1,0.0
2023-05-21 10:00,175.5,0.0
2023-05-21 11:00,110.2,0.0
2023-05-21 12:00,162.5,0.0
2023-05-21 13:00,143.1,0.0
2023-05-21 14:00,128.6,0.0
2023-05-21 15:00,173.2,0.0
2023-05-21 16:00,106.0,0.0
2023-05-21 17:00,167.4,0.0
2023-05-21 18:00,149.5,0.0
2023-05-21 19:00,122.7,0.0
2023-05-21 20:00,173.7,0.0
2023-05-21 21:00,105.0,0.0
2023-05-21 22:00,168.0,0.0
2023-05-21 23:00,127.5,0.0
Total,active = 3367.4, returned = 0.0
