Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2023-04-16 00:00,136.5,0.0
2023-04-16 01:00,128.2,0.0
2023-04-16 02:00,147.9,0.0
2023-04-16 03:00,116.2,0.0
2023-04-16 04:00,162.5,0.0
2023-04-16 05:00,99.8,0.0
2023-04-16 06:00,175.1,0.0
2023-04-16 07:00,92.1,0.0
2023-04-16 08:00,171.5,0.0
2023-04-16 09:00,103.1,0.0
2023-04-16 10:00,161.1,0.0
2023-04-16 11:00,112.4,0.0
2023-04-16 12:00,151.9,0.0
2023-04-16 13:00,123.2,0.0
2023-04-16 14:00,140.6,0.0
2023-04-16 15:00,137.5,0.0
2023-04-16 16:00,126.6,0.0
2023-04-16 17:00,150.7,0.0
2023-04-16 18:00,113.0,0.0
2023-04-16 19:00,165.2,0.0
2023-04-16 20:00,98.9,0.0
2023-04-16 21:00,175.7,0.0
2023-04-16 22:00,92.3,0.0
2023-04-16 23:00,173.3,0.0
Total,active = 3255.3, returned = 0.0
