Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2023-08-09 00:00,158.9,0.0
2023-08-09 01:00,192.0,0.0
2023-08-09 02:00,148.4,0.0
2023-08-09 03:00,154.1,0.0
2023-08-09 04:00,303.2,0.0
2023-08-09 05:00,273.6,0.0
2023-08-09 06:00,372.8,0.0
2023-08-09 07:00,260.0,0.0
2023-08-09 08:00,543.8,0.0
2023-08-09 09:00,344.6,0.0
2023-08-09 10:00,443.8,0.0
2023-08-09 11:00,363.8,0.0
2023-08-09 12:00,277.4,0.0
2023-08-09 13:00,230.6,0.0
2023-08-09 14:00,205.3,0.0
2023-08-09 15:00,193.0,0.0
2023-08-09 16:00,225.3,0.0
2023-08-09 17:00,232.4,0.0
2023-08-09 18:00,222.8,0.0
2023-08-09 19:00,125.9,0.0
2023-08-09 20:00,184.3,0.0
2023-08-09 21:00,193.0,0.0
2023-08-09 22:00,192.2,0.0
2023-08-09 23:00,124.4,0.0
Total,active = 5965.6, returned = 0.0
