Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2023-07-18 00:00,156.9,0.0
2023-07-18 01:00,158.3,0.0
2023-07-18 02:00,156.5,0.0
2023-07-18 03:00,157.2,0.0
2023-07-18 04:00,146.7,0.0
2023-07-18 05:00,281.8,0.0
2023-07-18 06:00,394.7,0.0
2023-07-18 07:00,358.5,0.0
2023-07-18 08:00,690.4,0.0
2023-07-18 09:00,795.2,0.0
2023-07-18 10:00,552.5,0.0
2023-07-18 11:00,600.1,0.0
2023-07-18 12:00,532.8,0.0
2023-07-18 13:00,660.3,0.0
2023-07-18 14:00,158.3,0.0
2023-07-18 15:00,156.1,0.0
2023-07-18 16:00,155.6,0.0
2023-07-18 17:00,155.3,0.0
2023-07-18 18:00,148.3,0.0
2023-07-18 19:00,77.0,0.0
2023-07-18 20:00,155.2,0.0
2023-07-18 21:00,159.0,0.0
2023-07-18 22:00,157.0,0.0
2023-07-18 23:00,155.4,0.0
Total,active = 7119.1, returned = 0.0
