Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2022-11-28 00:00,116.6,0.0
2022-11-28 01:00,146.7,0.0
2022-11-28 02:00,131.6,0.0
2022-11-28 03:00,127.6,0.0
2022-11-28 04:00,149.4,0.0
2022-11-28 05:00,190.6,0.0
2022-11-28 06:00,591.8,0.0
2022-11-28 07:00,462.1,0.0
2022-11-28 08:00,481.4,0.0
2022-11-28 09:00,476.5,0.0
2022-11-28 10:00,566.3,0.0
2022-11-28 11:00,441.5,0.0
2022-11-28 12:00,676.5,0.0
2022-11-28 13:00,684.2,0.0
2022-11-28 14:00,955.5,0.0
2022-11-28 15:00,706.3,0.0
2022-11-28 16:00,444.8,0.0
2022-11-28 17:00,298.5,0.0
2022-11-28 18:00,209.7,0.0
2022-11-28 19:00,123.1,0.0
2022-11-28 20:00,164.7,0.0
2022-11-28 21:00,100.5,0.0
2022-11-28 22:00,174.2,0.0
2022-11-28 23:00,103.5,0.0
Total,active = 8523.6, returned = 0.0
