Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2022-12-07 00:00,104.6,0.0
2022-12-07 01:00,170.5,0.0
2022-12-07 02:00,115.8,0.0
2022-12-07 03:00,145.7,0.0
2022-12-07 04:00,168.5,0.0
2022-12-07 05:00,91.9,0.0
2022-12-07 06:00,371.0,0.0
2022-12-07 07:00,259.1,0.0
2022-12-07 08:00,163.0,0.0
2022-12-07 09:00,292.0,0.0
2022-12-07 10:00,255.3,0.0
2022-12-07 11:00,322.1,0.0
2022-12-07 12:00,269.0,0.0
2022-12-07 13:00,416.9,0.0
2022-12-07 14:00,738.7,0.0
2022-12-07 15:00,633.3,0.0
2022-12-07 16:00,674.7,0.0
2022-12-07 17:00,558.9,0.0
2022-12-07 18:00,188.4,0.0
2022-12-07 19:00,117.7,0.0
2022-12-07 20:00,142.3,0.0
2022-12-07 21:00,171.1,0.0
2022-12-07 22:00,91.7,0.0
2022-12-07 23:00,167.1,0.0
Total,active = 6629.3, returned = 0.0
