Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2023-05-31 00:00,101.4,0.0
2023-05-31 01:00,262.8,0.0
2023-05-31 02:00,165.2,0.0
2023-05-31 03:00,130.7,0.0
2023-05-31 04:00,186.4,0.0
2023-05-31 05:00,172.0,0.0
2023-05-31 06:00,468.2,0.0
2023-05-31 07:00,463.5,0.0
2023-05-31 08:00,535.6,0.0
2023-05-31 09:00,397.3,0.0
2023-05-31 10:00,371.4,0.0
2023-05-31 11:00,257.1,0.0
2023-05-31 12:00,353.0,0.0
2023-05-31 13:00,438.7,0.0
2023-05-31 14:00,297.7,0.0
2023-05-31 15:00,124.8,0.0
2023-05-31 16:00,167.2,0.0
2023-05-31 17:00,167.3,0.0
2023-05-31 18:00,161.8,0.0
2023-05-31 19:00,96.3,0.0
2023-05-31 20:00,172.2,0.0
2023-05-31 21:00,175.6,0.0
2023-05-31 22:00,92.8,0.0
2023-05-31 23:00,173.3,0.0
Total,active = 5932.3, returned = 0.0
