Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2023-06-19 00:00,225.7,0.0
2023-06-19 01:00,334.0,0.0
2023-06-19 02:00,324.8,0.0
2023-06-19 03:00,337.4,0.0
2023-06-19 04:00,374.8,0.0
2023-06-19 05:00,805.3,0.0
2023-06-19 06:00,705.9,0.0
2023-06-19 07:00,654.5,0.0
2023-06-19 08:00,570.2,0.0
2023-06-19 09:00,1309.1,0.0
2023-06-19 10:00,1078.3,0.0
2023-06-19 11:00,1205.4,0.0
2023-06-19 12:00,909.4,0.0
2023-06-19 13:00,1079.8,0.0
2023-06-19 14:00,802.4,0.0
2023-06-19 15:00,607.6,0.0
2023-06-19 16:00,354.9,0.0
2023-06-19 17:00,333.4,0.0
2023-06-19 18:00,332.4,0.0
2023-06-19 19:00,335.3,0.0
2023-06-19 20:00,333.2,0.0
2023-06-19 21:00,332.8,0.0
2023-06-19 22:00,214.9,0.0
2023-06-19 23:00,271.0,0.0
Total,active = 13832.5, returned = 0.0
