Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2023-03-22 00:00,161.2,0.0
2023-03-22 01:00,117.5,0.0
2023-03-22 02:00,146.8,0.0
2023-03-22 03:00,130.0,0.0
2023-03-22 04:00,133.9,0.0
2023-03-22 05:00,147.3,0.0
2023-03-22 06:00,380.2,0.0
2023-03-22 07:00,423.6,0.0
2023-03-22 08:00,355.2,0.0
2023-03-22 09:00,411.8,0.0
2023-03-22 10:00,405.3,0.0
2023-03-22 11:00,484.2,0.0
2023-03-22 12:00,415.9,0.0
2023-03-22 13:00,163.2,0.0
2023-03-22 14:00,212.8,0.0
2023-03-22 15:00,336.6,0.0
2023-03-22 16:00,440.7,0.0
2023-03-22 17:00,177.1,0.0
2023-03-22 18:00,136.2,0.0
2023-03-22 19:00,134.6,0.0
2023-03-22 20:00,172.2,0.0
2023-03-22 21:00,96.8,0.0
2023-03-22 22:00,176.9,0.0
2023-03-22 23:00,128.7,0.0
Total,active = 5888.7, returned = 0.0
