Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2022-11-23 00:00,152.2,0.0
2022-11-23 01:00,105.9,0.0
2022-11-23 02:00,173.9,0.0
2022-11-23 03:00,114.4,0.0
2022-11-23 04:00,145.3,0.0
2022-11-23 05:00,160.7,0.0
2022-11-23 06:00,454.8,0.0
2022-11-23 07:00,764.2,0.0
2022-11-23 08:00,694.2,0.0
2022-11-23 09:00,391.5,0.0
2022-11-23 10:00,1065.0,0.0
2022-11-23 11:00,426.3,0.0
2022-11-23 12:00,525.0,0.0
2022-11-23 13:00,581.3,0.0
2022-11-23 14:00,997.6,0.0
2022-11-23 15:00,865.3,0.0
2022-11-23 16:00,955.0,0.0
2022-11-23 17:00,654.2,0.0
2022-11-23 18:00,180.5,0.0
2022-11-23 19:00,171.9,0.0
2022-11-23 20:00,99.0,0.0
2022-11-23 21:00,165.5,0.0
2022-11-23 22:00,143.0,0.0
2022-11-23 23:00,116.3,0.0
Total,active = 10103.0, returned = 0.0
